codigo_produto,descricao_produto,qtd_ocorrencias
001015,LIXEIRA BRANCA 30LTS,1
006849,LIXEIRA COM PENAL 5L PRETA,1
008193,LIXEIRA DE INOX 65 LITROS TAMPA BASCULANTE,4
007171,LIXEIRA INOX 50L COM TAMPA ARO,12
008389,LIXEIRA INOX PARA BANHEIRO RECICLÁVEL COM TAMPA 80 LITROS,3
007270,LIXEIRA INOX PARA BANHEIRO RECICLÁVEL COM TAMPA 80L,1
012116,LIXEIRA PLÁSTICA C/ TAMPA BASCULANTE 30L,1
006030,LOCAÇÃO DE ANDAIME,35
006037,LOCAÇÃO DE CAÇAMBA PARA DESCARTE,28
006029,LOCAÇÃO DE COMPRESSOR P/ PINTURA,1
008931,LOCAÇÃO DE EQUIPAMENTO BOSCH DTECT 150,1
011966,LOCAÇÃO DE GERADOR,2
007259,LOCAÇÃO DE LIXADEIRA INDUSTRIAL MODELO ENCERADEIRA,2
008843,LOCAÇÃO DE MAÇARICO PARA CORTE DE AÇO PESADO,2
005160,LOCAÇÃO DE MAQUINAS E EQUIPAMENTOS,1
008535,LOCAÇÃO DE MARTELETE DE 10KG,1
011550,LOCAÇÃO DE MARTELETE DE 15KG,1
010992,LOCAÇÃO DE NO BREAK TRIFÁSICO,1
006343,LOCAÇÃO DE PROJETOR,3
011565,LOGO CLIENTE,1
003972,LONA FLEXIVEL,5
009328,LONA IMPRESSA,2
000071,LONA PLASTICA 4 X 100 PRETA 15 KILO MICRAS 50/60,1
004429,LONA PLASTICA PLASITAP 4X100 PRETA,12
001307,LONA PRETA FINA 4X100,4
004002,LONGARINA T-24 3125MM OWA,10
007257,LUBRIFICANTE PARA OURIVES LUBRIVES 200G,1
000059,LUM LED SPOT DIRECIONAVEL 7W 3000K REDONDA BIVOLT - GALAXY LED,3
007217,LUMINÁRIA 200W ILUMINAÇÃO LED - POSTE DE RUA PÚBLICA BIVOLT,2
006039,LUMINARIA COMERCIAL 2X32W DE EMBUTIR,1
004788,LUMINARIA DE EMERGENCIA 30 LEDS 2W,5
012479,LUMINÁRIA DIFUSA FIXA LINEAR P/ TRILHOS MAGNÉTICOS 10W 30CM,1
003570,LUMINARIA EMB LED QUAD 20W 5700K,1
004535,LUMINARIA EMB LED RED 12W 3000K BIV BC SLIM 17CM,3
005546,LUMINARIA EMBUTIR LED 18W BRANCO FRIO 6500K REDONDO,1
004854,LUMINARIA ESPETO JARDIM,1
000051,LUMINARIA LED EMBUTIR 12W BIV 3000K REDONDA PRETA,5
003312,LUMINARIA LED ESPETO 7W 3000K 420LM,2
004497,LUMINARIA LED SPOT DIRECIONAVEL 3W 6500K QUADRADA,1
001691,LUMINARIA LED SPOT.TRI-7D-PRETO QUENTE,1
005694,LUMINÁRIA LINEAR PRETA LED 50W 4000K,4
012206,LUMINARIA LUSTRE PENDENTE PALHA DE MILHO 35X35X25 ESTRUTURA PRETO,1
000239,LUMINARIA LUZ DE EMERGENCIA 30 LED,10
009222,LUMINARIA PAINEL LED 3W EMBUTIR QUADRADA 3000K BRANCO QUENTE,2
012149,Luminaria Pendente De Teto Retro Vintage Luxo 110v/220v 127/220v Preto/dourado,3
011657,LUMINARIA PENDENTE GOTA COR PRETO,4
004945,LUMINARIA PENDENTE MEIA LUA,11
011568,LUMINARIA PENDENTE RETANGULAR 30W 3000K,1
010189,LUMINARIA PENDENTE SALA TETO RETANGULAR LED INTEGRADO 100CM,1
012292,LUMINARIA PENDENTE SALA TETO RETANGULAR LED INTEGRADO 120CM,2
004233,LUMINARIA PLAFON LED,1
011622,Luminária Plafon Led 48w 60x60 Sobrepor Quadrado Frio Branco-frio,1
004419,LUMINARIA SOBREPOR,2
006838,LUMINARIA TETO LUSTRE MDF SALA QUARTO COZINHA,3
004217,LUMINARIAS PENDENTE,6
010143,LUMINÁRIAS PENDENTES CONE MILÃO SALA COZINHA CHURRASQUE 2M,1
010656,LUMINÁRIAS TIPO G MADEIRA 42 X 43 VARANDA E ESPAÇO GOURMET,1
001282,LUSTRE PENDENTE ARAMADO BOLA GRANDE,1
008768,LUSTRE PENDENTE INTERNO MESA JANTAR BALÇÃO BALÃO ALUMINIO,1
003443,LUSTRE PENDENTE REDONDO LUMINARIA,2
009254,LUVA 1003 SUPER SAFETY,1
009248,LUVA 1006 -N SUPER SAFETY,1
008384,"LUVA ALTA TENSÃO CLASSE 00 2,5KV 500V + LUVA COBERTURA",2
004891,LUVA ALUMINIO S/ROSCA 1 1/4,1
008125,LUVA AMARELA VOLK,19
008922,LUVA AZUL RED 25X20 3/4X1/2,4
008124,LUVA AZUL VOLK,20
008126,LUVA AZUL VOLK,1
006496,LUVA COBRE 1,1
009498,LUVA COBRE 1 1/4&quot;,1
006051,LUVA COBRE 1 1/8,7
009497,LUVA COBRE 1.1/2&quot;,2
004316,LUVA COBRE 3/4&quot;,5
001243,LUVA COBRE 5/8,1
006495,LUVA COBRE 7/8,1
004315,LUVA COBRE 7/8&quot;,3
001550,LUVA COMPRESSAO 16MM,2
008923,LUVA COMUM 54MM 2 BKA,1
001237,LUVA CUT OIL CA: 36606 - VOLK,7
003559,LUVA DE EMENDA FLEXOR SEM ROSCA 3/4,1
008672,LUVA DE EMENDA SEM ROSCA 4&quot;,1
006772,LUVA DE POLIETILENO CANO LONGO,2
004928,LUVA DE RASPA,1
000245,LUVA DE SEGURANÇA PIGUIMENTADA,7
004846,LUVA DESCARTAVEL,4
008486,LUVA ESGOTO 100MM,7
008552,LUVA ESGOTO 40MM,2
003760,LUVA ESGOTO 50MM,5
003893,LUVA ESGOTO 75MM,6
004007,LUVA GALV ELETROL 3/4,1
007465,LUVA GALVANIZADO BSP 2.1/2&quot;,1
012229,LUVA LATEX MULTIUSO TAM G AMARELA VOLK,2
012230,LUVA LATEX MULTIUSO TAM G AZUL VOLK,1
012228,LUVA LATEX MULTIUSO TAM M AMARELA VOLK,4
012231,LUVA LATEX MULTIUSO TAM M AZUL VOLK,3
003761,LUVA MARROM 2&quot;,1
006384,LUVA MARROM 25MM 3/4,10
008971,LUVA MARROM 32MM 1,6
001474,LUVA MULTIUSO AMARELA TAM G,7
001473,LUVA MULTIUSO AMARELA TAM M,9
001292,LUVA NITRÍLICA PRETA 100 UND - TAM. G,6
001291,LUVA NITRÍLICA PRETA 100 UND - TAM. M,3
006995,LUVA P/ LAVADOR DE VIDROS 25CM BRALIMPIA,3
012200,LUVA P/ LAVADOR DE VIDROS 25CM MVLL250 BRALIMPIA,1
003586,LUVA PARA LAVAGEM DE VIDROS,3
004744,LUVA PARA LAVAGEM DE VIDROS,3
004056,LUVA PASSANTE,3
006564,LUVA PASSANTE 35MM 1.1/4,4
011015,LUVA PVC EMENDA CONDULETE ELETRODUTO PRETO 3/4,1
004055,LUVA PVC PASSANTE MARROM 2&quot;,1
008365,LUVA PVC SOLDÁVEL MARROM - 32MM,7
009245,LUVA RASPA REFORCADA 15 CM,1
009232,LUVA RASPA REFORCADA 20 CM,1
007095,LUVA SEGURANÇA COURO VAQUETA TOTAL C/ REFORÇO,1
003673,LUVA SOLDÁVEL,2
008555,LUVA SOLDAVEL / REDUÇÃO 32MM X 12MM,1
008220,LUVA SOLDAVEL 25MM,5
010536,LUVA SOLDÁVEL COM BUCHA DE LATÃO AZUL PVC 25MM X 3/4,1
007456,LUVA SOLDÁVEL PVC 75MM,1
005667,LUVA TAM G MULTIUSO AZUL VOLK,7
005613,LUVA TAM M MULTIUSO AZUL VOLK,7
006727,LUVA TAM P MULTIUSO AMARELA VOLK,6
005614,LUVA TAM P MULTIUSO AZUL VOLK,4
003900,LUVA TATIL PRETA,10
010213,LUVA VALVULA DE RETENÇÃO ESGOTO P TUBO 100MM ANTI RATO,2
009235,LUVA VAQUETA/PETROLEIRO MISTA 27CM,1
004307,LUVA VINILFLEX,4
003269,LUXIMETRO DIGIT.2000/20000/100000,4
004911,MAÇANETA EXTERNA PORTA LATERAL CORRER VOLKSWAGEN KOMBI 2012,2
011903,MAÇANETA PARA BARRA ANTIPÂNICO,1
001542,MAÇARICO,6
012113,MAÇARICO MANUAL TS8000 BLISTER,1
009949,MACARRAO PARAFUSO TRICOLORI 200G,1
011882,MACBOOK AIR M1 - MEMÓRIA 8GB / SSD 256GB / 13.3&quot;,1
011976,MAGNETIC CONTACTOR 3SA42272-4 CLK-15J40-P6  AC230V K1M-K3M,1
009947,MAIONESE SACHE 200G,1
007533,MALETA CAIXA PLASTICA VONDER,4
007589,MALETA CAIXA PLASTICA VONDER,1
009316,MALETA PLASTICA,1
004569,MANDRIL 1/2 POL COM CHAVE BOSCH,1
001236,MANGOTE CONTRA CORTE - CA 41403 - O PAR,16
007097,MANGOTE DE RASPA PARA SOLDADOR,1
010562,MANGUEIRA 1/4 6MM P/ FILTROS PURIFICADORES DE AGUA - 50MTS,2
008863,MANGUEIRA AP/PQS,3
004234,MANGUEIRA ATOXICA PARA FILTRO PURIFICADOR DE AGUA 1/4 6MM,11
003624,MANGUEIRA CRISTAL 1/4 (METRO),19
004321,MANGUEIRA CRISTAL 5/8 (METRO),3
004265,MANGUEIRA DE JARDIM,11
001189,MANGUEIRA DE JARDIM 100 METROS,7
008976,MANGUEIRA FILTRO 1/4 2MT FINA,3
012458,MANGUEIRA FITA LED COB 20 METROS CONTINUO IP67 SILICONE,1
011498,MANGUEIRA FITA LED COB 30M 320 LEDS SUPER BRILHO + CONECTOR,1
012084,MANGUEIRA LAVADORA ALTA PRESSÃO WAP 4100 - 10 METROS,1
012086,MANGUEIRA LED CHATA 20 METROS CONECTOR LUZ AZUL,1
006897,MANGUEIRA LED NEON RGB C/ CONTROLE E FONTE BIVOLT,1
000917,MANGUEIRA NEON BQ,1
010674,"Mangueira Para Botijão P45 Pig Tail Para P45 0,50cm",1
007360,MANGUEIRA SUCÇÃO PVC ISAL 1.1/4&quot;,1
001478,MANGUEIRA TIPO 2 15 M,2
003423,MANGUEIRA TIPO 2 30M 1.½,1
009930,MANJAR DE COCO PC 50G,1
003320,MANTA,1
001231,MANTA 2MM PARA PISO LAMINADO,22
005109,MANTA ACABAMENTO DE RALO VIABOC 150MM,1
009459,MANTA ASFALTICA CLASSIC POLIESTER TIPO 2 4MM ROLO 1X10M - VIAPOL,3
008445,MANTA ASFÁLTICA IMPERMANTA LAJE GLASS 3MMX10M,3
001680,"MANTA AUTO ADESIVA OTTO 0,90X10MT",1
007530,"MANTA BRANCA 120 (1,50X20MTS) 30MT2",3
004552,MANTA DE BIDIM GEOTEXTIL,1
003969,MANTA LIQUIDA BRANCA 18KG,4
010372,MANTA LÍQUIDA SIKAFILL RÁPIDO CINZA 15KG,1
008447,MANTA LIQUIDA VEDAPREN PRETA 18L VEDACIT,2
003563,MANTA LISA POLIETILENO EXPANDIDO,3
009902,MANTA TÉRMICA P/ TELHADO SUBCOBERTURA DUAS FACE 50M²,1
009451,MANUTENÇÃO ACIONAMENTO DIVISÓRIA RETRATIL,1
011446,Manutenção de Jardim,4
011555,Manutenção de Jardim,5
003930,MANUTENÇÃO DO PORTÃO E COMANDOS,1
005052,MANUTENÇÃO E REPARO DE CAFETEIRA INDUSTRIAL,3
010113,MANUTENÇÃO EM JANELA,2
012424,Manutenção letreiro,1
011950,manutenção preventiva das cabines de barramento e centros de medição,1
009455,MANUTENÇÃO PREVENTIVA DIVISÓRIA RETRATIL,1
011658,Manutenção preventiva para gerador,1
004059,MÃO DE OBRA DE PINTURA FRIA,2
009012,MÃO DE OBRA DE REVISÃO E TROCA DE ROLAMENTO,1
009150,MAO FRANCESA 30CM ETRUSCO RISF EB,1
006861,MÃO FRANCESA REFORÇADA 40CM PRETO,6
009449,MÃO FRANCESA SIMPLES PERFILADO 100MM P2370,2
008566,"MAQUINA DE PINTURA AIRLESS 1,2HP 900W - MENEGOTTI-MMA900",2
007094,MÁQUINA DE SOLDA INVERTER PROFISSIONAL KAB 150 MICRO AMARELA  50HZ/60HZ 220V,2
008836,MAQUINA DE SOLDA PROFISSIONAL INVERSORA MINI MMA,1
000252,MARCA PAGINA GOWORK,7
000379,MARCA TEXTO,1
000780,MARCA TEXTO,2
005928,MARCADOR PERM PINCEL ATOM 138 AZUL RADEX,1
005929,MARCADOR PERM PINCEL ATOM 138 PR RADEX,2
009234,MARCADOR PISO INDUSTRIAL PONTA FINA,1
005662,MARCADOR QUADRO BRANCO AZUL WBM7 PILOT,5
012224,MARCADOR QUADRO BRANCO PRETO REC WBM7 PILOT,4
005663,MARCADOR QUADRO BRANCO PRETO WBM7 PILOT,6
006764,MARCADOR QUADRO BRANCO VERM WBM7 PILOT,1
006872,MARCADOR TEXTO AMARELO BRW,2
007285,MARCADOR TEXTO AMARELO LUMICOLOR PILOT,3
005918,MARCADOR TEXTO AMARELO RADEX,2
003949,MARRETA,4
000332,MARTELETE COMBINADO SDS HR 2470 MAKITA,5
005193,MARTELETE PERF/ROMP,1
000330,MARTELETE PERFURADOR E ROMPEDOR 800 WATS SDS - PLUS - HR2470,5
007532,MARTELINHO DE SEGURANÇA QUEBRA VIDRO P/ ALARME DE INCÊNDIO,1
003292,MARTELO CONVENCIONAL,4
003291,MARTELO DE BORRACHA,1
008898,MARTELO PENA CABO DE MADEIRA 400G,1
009224,MASCARA DESCARTAVEL ATLAS / WURTH C/ VALVULA,3
009225,MASCARA DESCARTAVEL DELTA / SAFETY C/ VALVULA,1
009223,MASCARA DESCARTAVEL DELTA S/ VALVULA,1
000176,MÁSCARA PFF2 COM CARVÃO ATIVO E VÁLVULA,11
007098,MASCARA SOLDA CAPACETE LENTE ESCURECIMENTO AUTOMÁTICO ESCUDO COR PRETA,2
001353,MASSA ACRÍLICA BRANCA,14
008322,MASSA ADESIVA EPOXI SUB-AQUATICA 100G,2
003810,MASSA CIMENTICIA FLEX 5KG,4
001077,MASSA CORRIDA 18L,11
001153,MASSA CORRIDA 25KG,19
011326,MASSA DRYWALL BRASMICRIL / MARQUES 30KG GRANDE,10
004303,MASSA F12 CEREJEIRA,4
005754,"MASSA F12 MARFIM - 1,65KG",3
003816,MASSA PARA MADEIRA,1
008172,MASSA PARA PLACA CIMENTICIA MAXCRYL 5KG,1
003770,MASSA PLASTICA,4
003766,MASSA PLASTICA BRANCA,8
001557,MASSA PRONTA DE CIMENTO,1
001220,MASSA PRONTA P/ DRYWALL 30 KG,26
000034,MASSA UNICA PARA PAINEL CIMENTICIO 5KG,1
001308,MATERIAIS DIVERSOS,1
001636,MATERIAIS DIVERSOS,24
011469,MATERIAL DE INFRA E GÁS PARA OS EQUIPAMENTOS,1
007156,MATERIAL NECESSÁRIO PARA INFRAESTRUTURA,3
007319,MATERIAL PARA CONFECÇÃO DE MÓVEIS PLANEJADOS,1
006094,MATRIX FREE 5LTS - REVTEC,4
009221,"MC MANGUEIRA 1,50CM 1/4 X 5/16 R410A MASTERCOOL",1
006910,MC MANIFOLD P/ R22/404A/410A/507A C/ MANGUEIRA,7
006491,MC MANOMETRO ALTA P/ R-410A/404A/507/22,1
006492,MC MANOMETRO BAIXA P/ R-410A/404A/507/22,1
004114,MDF 15MM,2
003926,MDF 6MM,2
008809,MDF BCO DURATEX TX 2F 2750X1850X18MM,1
000003,"MDF BNF CARBONO TRAMA 2F 25MM 5,06M2",7
008469,MDF BRANCO PURO 2 FACES 18MM,1
009995,MDF branco Tx 2F 18mm 250mmX1200mm,1
007312,MDF CARVALHO LINO NATURALLY 2F 18MM 2750X1850,1
011496,"MDF ÉBANO CHESS 2,46 X 0,60 25MM",2
008604,MDF ITAPUA EW 2F 2750X1850X18MM,1
007140,MDF PRETO TEXTURIZADO 2F 15MM,3
010680,"MDF PRETO TRAMA 2,46 X 0,60 25MM",5
010530,MDF PRETO TRAMA 25MM 2750X1850MM 2 FACES DURATEX,4
011497,"MDF PRETO TX 2,46 X 0,60 25MM",8
011595,"MDF PRETO TX 2,750 X 0,60 X 25MM",2
003984,"MDF PRETO TX 2F 18MM 2,75 X 1,85",3
004805,MDF TX 2F 2750X1850X25MM CARBONO TRAMA,13
004343,MECANISMO COMPLETO UNIVERSAL PARA CAIXA ACOPLADA MU/K,5
009000,MECANISMO PARA CAIXA ACOPLADA COMPLETO DUPLO UNIVERSAL HYDRO,2
008878,MED. DRONTAL GATOS 4 COMP,1
008879,MED. FELINE ENDOSPOT GT 2KG A 5KG,1
008885,MED.ADVANTAGE MAX 3 2.5ML 10.25KG,1
008884,MED.DRONTAL PLUS CARNE 10KG 2 COMP,1
008883,MED.DRONTAL PLUS CARNE 10KG 4 COMP,1
008882,MED.DRONTAL PLUS CARNE 35KG 2 COMP,1
008880,MED.DRONTAL PUPPY 100 ML,1
009517,Medidor De Água Wifi + Hidrômetro 3/4 Saída Pulsada,1
006361,Memoria 8GB DDR3L 1600MHz Crucial Sodimm,1
001232,MEMÓRIA NOTEBOOK 8GB DDR4 2666 MHZ,3
005150,MEMÓRIA RAM,1
010157,MEMÓRIA RAM ADATA 3200MHZ 16GB GAMMIX D35 DDR4 PRETA,1
008645,MEMORIA RAM COLOR VERDE 8GB DDR4 2400MHZ 1 CRUCIAL CT8G4SFS824A,1
009095,MEMORIA RAM DDR4 PARA NOTEBOOK 16GB 3200MHZ,4
006988,MEMORIA RAM P/ NOTEBOOK 16GB 2666 MHZ,2
010321,MEMORIA RAM PARA NOTEBOOK DDR4 16GB 3200MHZ CL20 KINGSTON KF432S20IB/16 GAMER PRETO,1
011105,MEMÓRIA SODIMM ADATA 16GB DDR5 5600MHZ PARA NOTEBOOK PCREG,1
012125,MESA ALTA BISTRO EM ALUMINIO RIPADO 60CM PRETO,2
012147,Mesa Alta Retangular Bancada Área Gourmet Bar Jardim 100x50 Cor Madeira Natural,1
011427,Mesa Alumínio Ripado Jardim Área Externa Interna Sala Top,3
011524,Mesa Bancada Aparador Cozinha Bistrô Industrial 120cm X 50cm,1
011483,Mesa Bistrô Saarinen Tulipa Redonda Preta 60cm Waw Design,1
012521,"MESA BISTRO ZETA 111,50 CM (ALTURA) COM TAMPO EM MDF REDONDA 60CM PRETO",1
010634,MESA DE CANTO 60CM 100% MDF FREIJO,3
006076,MESA DE CENTRO,4
011394,Mesa de Centro Detalhe em Corino Mônaco Linea Brasil Nature,2
005498,Mesa De Centro Industrial 110x75x40cm Pes De Ferro Tampo Em Pinus 18mm,2
012142,Mesa De Centro Mônaco Linea Brasil Cor Nature Fosco,1
011662,MESA DE CENTRO OVAL GEMMA AMÊNDOA E PRETA,2
011094,MESA DE CENTRO REDONDA ACÁCIO MARROM CLARO E PRETA 70CM,4
010629,MESA DE CENTRO REDONDA COMPLEMENTOS HANOVER E PRETA 83 CM,3
007268,MESA DE CENTRO REDONDA INDUSTRIAL ARTESANO,1
011429,Mesa de Centro Tramontina Cona em Polietileno Camurça 79 x 38 cm,1
007396,MESA DE JANTAR 110CM TAMPO MDF/BP DUBAI PRETO FOSCO/SIENA,4
011587,MESA DE JANTAR QUADRADA 60 CM TAMPO EVORA EM MDF BASE ZETA EVORA,2
010144,MESA DE JANTAR QUADRADA 60 CM TAMPO PRETO EM MDP BASE ZETA PRETO,1
011423,Mesa de Jantar Redonda 60 cm Tampo Evora em MDP Base Zeta Evora,1
011396,Mesa de Jantar Redonda 60 cm Tampo Preto em MDP Base Zeta Preto,1
009796,MESA DE JANTAR REDONDA 60CM TAMPO PRETO EM MDP BASE ZETA PRETO,2
008581,MESA DE JANTAR REDONDA MINIMALISTA ESTILO INDUSTRIAL,1
009019,MESA DE JANTAR REDONDA TAMPO FREIJÓ DE 100CM,1
008369,MESA DE JANTAR STAL,6
008373,MESA DE TENIS DE MESA OUTDOORS,2
004540,MESA LATERAL,1
010630,MESA LATERAL LAKE VERMONT E PRETA,4
012030,MESA LATERAL PARA SOFÁ COR PRETO E CINAMOMO MEDIDAS 70CM A X 37CM L X 30CM P,2
007361,MESA PARA ESCRITÓRIO ME4135 PRETO,1
005875,MESA REDONDA,3
011442,Mesa Redonda Para Reuniões 4 Lugares Tampo Em Mdf,1
006834,MESA REDONDA PÉ FERRO PRETO TAMPO 90CM FREIJÓ,4
008541,MESA REUNIÃO DUO 1200L X 1000P X 740H ACO PRETO LISO,1
012143,Mesa Zeta em Ferro Preto 75 cm (Altura) com Tampo em MDP Quadrado 70 cm Imbuia,1
006658,METASIL DESIX CLEAN - GALÃO 5 LITROS,1
006659,METASIL DESIX FLORAL - GALÃO 5 LITROS,1
000815,METASIL JATO PLUS - GALAO 5 LITROS,9
009330,METASIL METACOIL - GALÃO 5 LITROS&quot;,1
003786,MICROCOMPUTADOR PORATIL DELL G15 5515,1
011680,MICROFONE DE LAPELA MK08,1
008701,MICROFONE SEM FIO WIRELESS SET JBL PRETO,1
011626,MICROONDAS PANASONIC 21L - 220V,2
011478,MICROONDAS PANASONIC 34L - 127V,3
005175,MICROONDAS PANASONIC 34L - 220V,33
005082,MICTÓRIO LOUÇA,1
004229,MICTORIO M715 BRANCO,7
009320,MIKROTIK CLOUD ROUTER SWITCH CRS125-24G-1S-2HND-IN,4
011510,MikroTik RB5009UG+S+IN,6
011975,MILHO P/ PIPOCA PREMIUM 400G YOKI,23
005665,MILHO P/ PIPOCA PREMIUM 500G CAMIL,16
007334,MINI LIXAS DE UNHA DESCARTÁVEIS 8CM,1
009770,"MINI LUXIMETRO DIGITAL 0 ~ 199,999 LUX MLM-1001 MINIPA",1
011647,Mini Pc Beelink T5 64gb Emmc 4gb Ram Celeron N4020 Preto,2
012412,MINI PORTA PALLET PALETES COM PLANO METÁLICO 200X180X60CM,1
007265,"MINI PRENDEDORES/PREGADORES 2,5CM - PACOTE C/ 50 UNIDADES",2
010304,MINI PRESSOSTATO ALTA (AR),1
001200,MINI RACK 3U X 300 MM PT,1
007412,MINI RACK 4U X 300 MM PT,2
011902,MINI RACK 4U X 400 MM PT,1
007183,MINI RACK 5U 19&quot; X 350 MM,3
001201,MINI RACK 9U X 450 MM PT,3
008115,MINI SERVIDOR UNIFI UBIQUITI CLOUD KEY G2 PLUS UCK-G2-PLUS,6
010576,MINI TANQUE INOX 304 40X34X20CM FIXAÇÃO PAREDE SIFÃO CROMADO,1
005129,MINI TERMOMETRO HIGROMETRO DIGITAL SENSOR UMIDADE TEMPERATURA,1
009454,MINI VASSOURA BRALIMPIA PARA PÁ COLETORA VM600,1
008394,MINI VELA AROMATICA,1
009965,MISTURA BOLO BAUNILHA PCT 350G,1
004250,MISTURADOR BESTFER,2
009931,MIX NUTS PCT 40G,1
008401,MNP ALICATE AMPERIMETRO DIGITAL ET 3200,2
004319,MNP TERMOMETRO DIGITAL MT320-B (MIRA LASER),11
004320,MNP TERMOMETRO DIGITAL T. VARETA MV 363,1
008744,MOBILIZAÇÃO/DESMOBILIZAÇÃO COM IÇAMENTO,2
003579,MOCHILA,19
011493,MOCHILA EXECUTIVA ESCOLAR SWISSPORT,1
010490,MOCHILA EXECUTIVA NOTEBOOK MODA MASCULINA MODERNA SWISSPORT COR PRETO,6
008526,MOCHILA EXECUTIVA PARA ESCRITORIO PRETA,3
010717,MOCHILA FERRAMENTAS VONDER MOV 0400 PRETO,6
008525,MOCHILA PARA FERRAMENTAS VONDER MOV 0400,12
009724,MODIFICAÇÃO NOS DUTOS PARA MAIS PRESSÃO E VAZÃO DE AR,1
010626,MÓDULO CANTO SOFÁ GULDI POPUP LINHO GRAFITE,2
010624,MÓDULO CENTRAL SOFÁ GULDI POPUP LINHO GRAFITE,2
009431,MODULO HDMI 2.0 PARA CAIXA DE TOMADA,1
003777,MODULO HOME TOMADA 20A VERMELHO,1
009145,MODULO INTER SIM BIP 20A FAME MODULARE,1
008446,MODULO INVERTER DO VENTILADOR DO CONDENSADOR,1
010628,MÓDULO PUFF SOFÁ GULDI POPUP LINHO GRAFITE,1
004342,MODULO SAIDA FIO,2
008828,MODULO TOMADA 10A BR PIAL PLUS+ 615038BC,3
008924,MODULO TOMADA 10A PT PIAL PLUS+ 615038PT,2
008975,MODULO TOMADA 20A PT PIAL PLUS+,2
009140,MODULO TOMADA 20A VM FAME MODULARE/EVID,1
008925,MODULO TOMADA 20A VM PIAL PLUS+ 615079VM,3
000868,MODULO TOMADA 2P+T 10A BR,3
000869,MODULO TOMADA 2P+T 10A PRETO,5
007504,MODULO TOMADA 2P+T 20A PRETO,6
000870,MODULO TOMADA 2P+T VM 20A,2
012152,MÓDULOS DE COZINHA KAPPESBERG CIELA BALCÃO R625 C/2 PORTAS S/ TAMPO 80CM CANELA-KAPPESBERG CANELA,1
000850,MOLA AEREA FORÇA 2 SOPRANO,11
003588,MOLA AEREA PARA PORTA,22
012217,MOLA AÉREA PORTA DE VIDRO KIT COMPLETO A530 F2 PRETO SOPRANO,2
005138,MOLA DE PISO DORMA,17
007247,MOLA HIDRÁULICA N 3/4 IMPULSE PRATA TS90 ORIGINAL DADORMA,1
004616,MOLA HIDRAULICA P/ PORTA,3
008808,MOLDURA COM 3 PORTAS,1
008853,"MOLDURA RIPADO BOISERIE EVA ADESIVO LISO 2,5CM PRETO 4 MTS",1
009933,MOLHO TOMATE REFOGADO SH 300G,1
001618,MONITOR AOC E2270SWN LED 21.5 PRETO 100V/240V,1
006774,MONITOR DELL 22 SE2222H (21.45&quot;) VA 60 HZ HDMI E VGA,1
007351,MONITOR DELL 23.8&quot; P2422H FULL HD 60 HZ IPS,1
011677,"MONITOR GAMER LG 21,5&quot; FULL HD, 75 Hz, 5Ms, HDMI, VA, FREESYNC 22MP-410-B",1
008177,MONITOR LCD FULL HD ANTIRREFLEXO 21.5 LENOVO THINKVISIO COR PRETO 100V/240V,1
001619,"MONITOR LED 21,5 &quot;ACER V226HQL FULL HD VGA HDMI - PRETO",2
009430,"MONITOR TOMATE MTM-1115 15,4 POLEGADAS PC TELA LED HD VGA HDMI COR PRETO 110V/220V",1
011646,Monitor Touch Screen Bivolt 17 Polegadas Hdmi Usb Com Caneta,3
011697,Montagem de divisória,2
011645,MONTAGEM DE FORRO,6
011811,montagem de forro mineral -FeverUP,1
011812,montagem de forro mineral ¿¿¿corredor,1
011809,montagem de forro mineral ¿¿¿invoinet,1
011810,montagem de forro mineral ¿¿¿Ourolink,1
011164,MONTAGEM DE FORRO MINERAL PARA ADEQUAÇÃO DO SISTEMA DE AR-CONDICIONADO,9
011488,montagem de mesa,5
011752,MONTAGEM DE MESA OFFICE,2
011743,montagem de mesa office com instalação elétrica,2
004124,MONTAGEM DE MOVEIS PLANEJADOS,1
003923,MONTAGEM MESA INGÁ,2
004072,"MONTANA OSMOCOLOR TRANSPARENTE ACETINADO 3,6L",2
001217,MONTANTE 70 X 30 X 3000 MM,21
000042,MONTANTE DRYWALL 48 X 30 X 3000MM,28
005757,Mop Spray Celeste Cor:Cinza,55
010249,Mop Spray Com Reservatorio Esfregao Vassoura Magica Refil,1
006273,MORSA TORNO DE BANCADA ABERTURA DE 3 POL.,2
008417,MOSQUETÕES TRAVA SIMPLES 5X50MM 120KG,1
008849,"MOTOBOMBA / ELEVATORIA TRITURADORA SANITARIA 1,4 CV",2
007466,MOTOBOMBA / ELEVATORIA TRITURADORA SANITARIA WC600A 3/4 HP,1
012092,"MOTOBOMBA SUBMERSIVEL PARA ESGOTO 1,0CV 220V COM SÓLIDOS ATÉ 50MM PEDROLLO-ZTBP0005",1
008638,MOTOR DE 1.000 M³ FORNECIMENTO DAS PEÇAS DE DUTOS NECESSÁRIAS E INSTALAÇÃO,2
003857,MOTOR EXAUSTOR/RENOVADOR,1
001643,MOTOR VENTILADOR,2
001296,MOUSE PAD,1
000328,MOUSE S/ FIO,3
002432,MOUSE SEM FIO LOGITECH M170 PRETO,2
003636,MOUSE SEM FIO LOGITECH M170 PRETO,4
008042,Mouse sem fio Logitech M170 Preto Cinza,1
012407,Mouse Sem Fio M170 Preto Logitech,1
